STN,DATE,RH_0.1mm,EV24_0.1mm,RH_mm,EV24_mm
260,1990-02-16,0,10,0.0,1.0
260,1990-02-17,5,3,0.5,0.3
260,1990-02-18,68,3,6.8,0.3
260,1990-02-19,-1,10,0.0,1.0
260,1990-02-20,0,9,0.0,0.9
260,1990-02-21,1,8,0.1,0.8
260,1990-02-22,0,14,0.0,1.4
260,1990-02-23,0,13,0.0,1.3
260,1990-02-24,0,12,0.0,1.2
260,1990-02-25,28,6,2.8,0.6
260,1990-02-26,80,6,8.0,0.6
260,1990-02-27,36,5,3.6,0.5
260,1990-02-28,241,4,24.1,0.4
260,1990-03-01,70,10,7.0,1.0
260,1990-03-02,8,10,0.8,1.0
260,1990-03-03,-1,12,0.0,1.2
260,1990-03-04,-1,4,0.0,0.4
260,1990-03-05,2,6,0.2,0.6
260,1990-03-06,8,6,0.8,0.6
260,1990-03-07,-1,6,0.0,0.6
260,1990-03-08,0,8,0.0,0.8
260,1990-03-09,-1,6,0.0,0.6
260,1990-03-10,30,6,3.0,0.6
260,1990-03-11,0,15,0.0,1.5
260,1990-03-12,0,17,0.0,1.7
260,1990-03-13,8,14,0.8,1.4
260,1990-03-14,-1,17,0.0,1.7
260,1990-03-15,0,19,0.0,1.9
260,1990-03-16,0,20,0.0,2.0
260,1990-03-17,0,21,0.0,2.1
260,1990-03-18,0,23,0.0,2.3
260,1990-03-19,36,9,3.6,0.9
260,1990-03-20,21,21,2.1,2.1
260,1990-03-21,-1,9,0.0,0.9
260,1990-03-22,-1,12,0.0,1.2
260,1990-03-23,0,16,0.0,1.6
260,1990-03-24,59,5,5.9,0.5
260,1990-03-25,40,14,4.0,1.4
260,1990-03-26,-1,9,0.0,0.9
260,1990-03-27,0,15,0.0,1.5
260,1990-03-28,0,16,0.0,1.6
260,1990-03-29,0,21,0.0,2.1
260,1990-03-30,0,20,0.0,2.0
260,1990-03-31,0,27,0.0,2.7
260,1990-04-01,0,27,0.0,2.7
260,1990-04-02,11,24,1.1,2.4
260,1990-04-03,54,18,5.4,1.8
260,1990-04-04,34,18,3.4,1.8
260,1990-04-05,19,18,1.9,1.8
260,1990-04-06,0,25,0.0,2.5
260,1990-04-07,0,25,0.0,2.5
260,1990-04-08,0,28,0.0,2.8
260,1990-04-09,0,26,0.0,2.6
260,1990-04-10,41,16,4.1,1.6
260,1990-04-11,-1,26,0.0,2.6
260,1990-04-12,2,4,0.2,0.4
260,1990-04-13,13,16,1.3,1.6
260,1990-04-14,27,22,2.7,2.2
260,1990-04-15,188,15,18.8,1.5
260,1990-04-16,15,20,1.5,2.0
260,1990-04-17,24,21,2.4,2.1
260,1990-04-18,-1,12,0.0,1.2
260,1990-04-19,-1,12,0.0,1.2
260,1990-04-20,16,8,1.6,0.8
260,1990-04-21,-1,29,0.0,2.9
260,1990-04-22,-1,28,0.0,2.8
260,1990-04-23,27,28,2.7,2.8
260,1990-04-24,4,30,0.4,3.0
260,1990-04-25,0,32,0.0,3.2
260,1990-04-26,24,23,2.4,2.3
260,1990-04-27,24,21,2.4,2.1
260,1990-04-28,0,31,0.0,3.1
260,1990-04-29,0,29,0.0,2.9
260,1990-04-30,0,40,0.0,4.0
260,1990-05-01,0,42,0.0,4.2
260,1990-05-02,0,43,0.0,4.3
260,1990-05-03,0,46,0.0,4.6
260,1990-05-04,0,45,0.0,4.5
260,1990-05-05,0,44,0.0,4.4
260,1990-05-06,0,38,0.0,3.8
260,1990-05-07,0,31,0.0,3.1
260,1990-05-08,0,38,0.0,3.8
260,1990-05-09,90,20,9.0,2.0
260,1990-05-10,13,23,1.3,2.3
260,1990-05-11,66,18,6.6,1.8
260,1990-05-12,98,13,9.8,1.3
260,1990-05-13,1,14,0.1,1.4
260,1990-05-14,-1,28,0.0,2.8
260,1990-05-15,51,24,5.1,2.4
260,1990-05-16,-1,36,0.0,3.6
260,1990-05-17,0,33,0.0,3.3
260,1990-05-18,0,14,0.0,1.4
260,1990-05-19,0,35,0.0,3.5
260,1990-05-20,0,40,0.0,4.0
260,1990-05-21,0,37,0.0,3.7
260,1990-05-22,0,42,0.0,4.2
260,1990-05-23,0,46,0.0,4.6
260,1990-05-24,0,30,0.0,3.0
260,1990-05-25,-1,29,0.0,2.9
260,1990-05-26,0,31,0.0,3.1
260,1990-05-27,0,41,0.0,4.1
260,1990-05-28,0,36,0.0,3.6
260,1990-05-29,0,45,0.0,4.5
260,1990-05-30,0,42,0.0,4.2
260,1990-05-31,0,37,0.0,3.7
260,1990-06-01,11,39,1.1,3.9
260,1990-06-02,40,25,4.0,2.5
260,1990-06-03,65,11,6.5,1.1
260,1990-06-04,20,21,2.0,2.1
260,1990-06-05,0,33,0.0,3.3
260,1990-06-06,34,22,3.4,2.2
260,1990-06-07,38,22,3.8,2.2
260,1990-06-08,-1,31,0.0,3.1
260,1990-06-09,76,11,7.6,1.1
260,1990-06-10,1,13,0.1,1.3
260,1990-06-11,-1,11,0.0,1.1
260,1990-06-12,-1,9,0.0,0.9
260,1990-06-13,0,20,0.0,2.0
260,1990-06-14,-1,11,0.0,1.1
260,1990-06-15,0,17,0.0,1.7
260,1990-06-16,0,35,0.0,3.5
260,1990-06-17,0,41,0.0,4.1
260,1990-06-18,-1,29,0.0,2.9
260,1990-06-19,89,18,8.9,1.8
260,1990-06-20,67,19,6.7,1.9
260,1990-06-21,12,29,1.2,2.9
260,1990-06-22,52,16,5.2,1.6
260,1990-06-23,12,26,1.2,2.6
260,1990-06-24,-1,43,0.0,4.3
260,1990-06-25,-1,10,0.0,1.0
260,1990-06-26,-1,37,0.0,3.7
260,1990-06-27,4,31,0.4,3.1
260,1990-06-28,0,28,0.0,2.8
260,1990-06-29,0,34,0.0,3.4
260,1990-06-30,34,26,3.4,2.6
260,1990-07-01,131,18,13.1,1.8
260,1990-07-02,20,33,2.0,3.3
260,1990-07-03,0,24,0.0,2.4
260,1990-07-04,2,25,0.2,2.5
260,1990-07-05,123,17,12.3,1.7
260,1990-07-06,8,22,0.8,2.2
260,1990-07-07,23,7,2.3,0.7
260,1990-07-08,3,9,0.3,0.9
260,1990-07-09,49,19,4.9,1.9
260,1990-07-10,19,26,1.9,2.6
260,1990-07-11,0,47,0.0,4.7
260,1990-07-12,0,44,0.0,4.4
260,1990-07-13,0,47,0.0,4.7
260,1990-07-14,0,49,0.0,4.9
260,1990-07-15,0,51,0.0,5.1
260,1990-07-16,0,32,0.0,3.2
260,1990-07-17,0,33,0.0,3.3
260,1990-07-18,0,31,0.0,3.1
260,1990-07-19,0,45,0.0,4.5
260,1990-07-20,0,44,0.0,4.4
260,1990-07-21,0,43,0.0,4.3
260,1990-07-22,0,43,0.0,4.3
260,1990-07-23,0,31,0.0,3.1
260,1990-07-24,0,19,0.0,1.9
260,1990-07-25,0,14,0.0,1.4
260,1990-07-26,0,38,0.0,3.8
260,1990-07-27,-1,38,0.0,3.8
260,1990-07-28,51,31,5.1,3.1
260,1990-07-29,4,39,0.4,3.9
260,1990-07-30,0,46,0.0,4.6
260,1990-07-31,-1,42,0.0,4.2
260,1990-08-01,0,46,0.0,4.6
260,1990-08-02,0,48,0.0,4.8
260,1990-08-03,0,46,0.0,4.6
260,1990-08-04,0,42,0.0,4.2
260,1990-08-05,0,29,0.0,2.9
260,1990-08-06,6,28,0.6,2.8
260,1990-08-07,-1,30,0.0,3.0
260,1990-08-08,-1,25,0.0,2.5
260,1990-08-09,0,31,0.0,3.1
260,1990-08-10,-1,25,0.0,2.5
260,1990-08-11,0,40,0.0,4.0
260,1990-08-12,3,37,0.3,3.7
260,1990-08-13,-1,41,0.0,4.1
260,1990-08-14,0,26,0.0,2.6
260,1990-08-15,8,24,0.8,2.4
260,1990-08-16,-1,27,0.0,2.7
260,1990-08-17,16,23,1.6,2.3
260,1990-08-18,232,10,23.2,1.0
260,1990-08-19,97,20,9.7,2.0
260,1990-08-20,113,22,11.3,2.2
260,1990-08-21,21,12,2.1,1.2
260,1990-08-22,-1,15,0.0,1.5
260,1990-08-23,0,27,0.0,2.7
260,1990-08-24,0,36,0.0,3.6
260,1990-08-25,0,29,0.0,2.9
260,1990-08-26,0,24,0.0,2.4
260,1990-08-27,0,31,0.0,3.1
260,1990-08-28,0,29,0.0,2.9
260,1990-08-29,0,31,0.0,3.1
260,1990-08-30,3,11,0.3,1.1
260,1990-08-31,66,7,6.6,0.7
260,1990-09-01,4,10,0.4,1.0
260,1990-09-02,18,6,1.8,0.6
260,1990-09-03,8,26,0.8,2.6
260,1990-09-04,48,28,4.8,2.8
260,1990-09-05,-1,25,0.0,2.5
260,1990-09-06,26,9,2.6,0.9
260,1990-09-07,64,13,6.4,1.3
260,1990-09-08,3,16,0.3,1.6
260,1990-09-09,-1,19,0.0,1.9
260,1990-09-10,24,7,2.4,0.7
260,1990-09-11,0,26,0.0,2.6
260,1990-09-12,-1,13,0.0,1.3
260,1990-09-13,0,18,0.0,1.8
260,1990-09-14,0,23,0.0,2.3
260,1990-09-15,-1,14,0.0,1.4
260,1990-09-16,0,11,0.0,1.1
260,1990-09-17,35,8,3.5,0.8
260,1990-09-18,6,7,0.6,0.7
260,1990-09-19,76,7,7.6,0.7
260,1990-09-20,11,6,1.1,0.6
260,1990-09-21,91,12,9.1,1.2
260,1990-09-22,8,4,0.8,0.4
260,1990-09-23,16,15,1.6,1.5
260,1990-09-24,201,14,20.1,1.4
260,1990-09-25,51,14,5.1,1.4
260,1990-09-26,2,13,0.2,1.3
260,1990-09-27,1,13,0.1,1.3
260,1990-09-28,7,13,0.7,1.3
260,1990-09-29,59,11,5.9,1.1
260,1990-09-30,40,11,4.0,1.1
260,1990-10-01,0,13,0.0,1.3
260,1990-10-02,0,14,0.0,1.4
260,1990-10-03,8,14,0.8,1.4
260,1990-10-04,2,15,0.2,1.5
260,1990-10-05,90,3,9.0,0.3
260,1990-10-06,11,9,1.1,0.9
260,1990-10-07,27,13,2.7,1.3
260,1990-10-08,-1,7,0.0,0.7
260,1990-10-09,0,9,0.0,0.9
260,1990-10-10,0,6,0.0,0.6
260,1990-10-11,-1,8,0.0,0.8
260,1990-10-12,0,16,0.0,1.6
260,1990-10-13,0,15,0.0,1.5
260,1990-10-14,0,12,0.0,1.2
260,1990-10-15,0,12,0.0,1.2
260,1990-10-16,-1,15,0.0,1.5
260,1990-10-17,63,3,6.3,0.3
260,1990-10-18,16,5,1.6,0.5
260,1990-10-19,0,8,0.0,0.8
260,1990-10-20,0,10,0.0,1.0
260,1990-10-21,0,13,0.0,1.3
260,1990-10-22,0,14,0.0,1.4
260,1990-10-23,0,12,0.0,1.2
260,1990-10-24,0,12,0.0,1.2
260,1990-10-25,11,7,1.1,0.7
260,1990-10-26,48,6,4.8,0.6
260,1990-10-27,-1,4,0.0,0.4
260,1990-10-28,175,1,17.5,0.1
260,1990-10-29,39,10,3.9,1.0
260,1990-10-30,46,6,4.6,0.6
260,1990-10-31,101,7,10.1,0.7
260,1990-11-01,72,5,7.2,0.5
260,1990-11-02,24,4,2.4,0.4
260,1990-11-03,37,5,3.7,0.5
260,1990-11-04,1,6,0.1,0.6
260,1990-11-05,0,8,0.0,0.8
260,1990-11-06,-1,5,0.0,0.5
260,1990-11-07,0,3,0.0,0.3
260,1990-11-08,0,1,0.0,0.1
260,1990-11-09,0,8,0.0,0.8
260,1990-11-10,19,1,1.9,0.1
260,1990-11-11,93,4,9.3,0.4
260,1990-11-12,0,2,0.0,0.2
260,1990-11-13,35,1,3.5,0.1
260,1990-11-14,67,2,6.7,0.2
260,1990-11-15,36,4,3.6,0.4
260,1990-11-16,9,1,0.9,0.1
260,1990-11-17,140,1,14.0,0.1
260,1990-11-18,21,4,2.1,0.4
260,1990-11-19,155,3,15.5,0.3
260,1990-11-20,88,2,8.8,0.2
260,1990-11-21,23,5,2.3,0.5
260,1990-11-22,-1,4,0.0,0.4
260,1990-11-23,0,1,0.0,0.1
260,1990-11-24,16,1,1.6,0.1
260,1990-11-25,12,2,1.2,0.2
260,1990-11-26,8,0,0.8,0.0
260,1990-11-27,0,2,0.0,0.2
260,1990-11-28,0,3,0.0,0.3
260,1990-11-29,10,1,1.0,0.1
260,1990-11-30,-1,3,0.0,0.3
260,1990-12-01,-1,2,0.0,0.2
260,1990-12-02,-1,1,0.0,0.1
260,1990-12-03,3,1,0.3,0.1
260,1990-12-04,7,3,0.7,0.3
260,1990-12-05,-1,3,0.0,0.3
260,1990-12-06,0,2,0.0,0.2
260,1990-12-07,-1,3,0.0,0.3
260,1990-12-08,-1,1,0.0,0.1
260,1990-12-09,-1,1,0.0,0.1
260,1990-12-10,26,0,2.6,0.0
260,1990-12-11,21,1,2.1,0.1
260,1990-12-12,90,3,9.0,0.3
260,1990-12-13,1,2,0.1,0.2
260,1990-12-14,-1,3,0.0,0.3
260,1990-12-15,7,1,0.7,0.1
260,1990-12-16,0,1,0.0,0.1
260,1990-12-17,0,1,0.0,0.1
260,1990-12-18,-1,1,0.0,0.1
260,1990-12-19,-1,0,0.0,0.0
260,1990-12-20,106,1,10.6,0.1
260,1990-12-21,4,3,0.4,0.3
260,1990-12-22,-1,1,0.0,0.1
260,1990-12-23,-1,3,0.0,0.3
260,1990-12-24,-1,1,0.0,0.1
260,1990-12-25,24,2,2.4,0.2
260,1990-12-26,166,1,16.6,0.1
260,1990-12-27,11,2,1.1,0.2
260,1990-12-28,2,3,0.2,0.3
260,1990-12-29,115,1,11.5,0.1
260,1990-12-30,0,4,0.0,0.4
260,1990-12-31,9,3,0.9,0.3
260,1991-01-01,28,4,2.8,0.4
260,1991-01-02,204,1,20.4,0.1
260,1991-01-03,20,2,2.0,0.2
260,1991-01-04,4,4,0.4,0.4
260,1991-01-05,37,1,3.7,0.1
260,1991-01-06,13,3,1.3,0.3
260,1991-01-07,12,4,1.2,0.4
260,1991-01-08,29,4,2.9,0.4
260,1991-01-09,48,3,4.8,0.3
260,1991-01-10,22,2,2.2,0.2
260,1991-01-11,15,3,1.5,0.3
260,1991-01-12,18,1,1.8,0.1
260,1991-01-13,0,5,0.0,0.5
260,1991-01-14,0,5,0.0,0.5
260,1991-01-15,0,5,0.0,0.5
260,1991-01-16,0,5,0.0,0.5
260,1991-01-17,0,5,0.0,0.5
260,1991-01-18,0,5,0.0,0.5
260,1991-01-19,29,2,2.9,0.2
260,1991-01-20,6,2,0.6,0.2
260,1991-01-21,1,4,0.1,0.4
260,1991-01-22,-1,3,0.0,0.3
260,1991-01-23,-1,1,0.0,0.1
260,1991-01-24,0,2,0.0,0.2
260,1991-01-25,0,1,0.0,0.1
260,1991-01-26,-1,1,0.0,0.1
260,1991-01-27,0,3,0.0,0.3
260,1991-01-28,0,5,0.0,0.5
260,1991-01-29,0,5,0.0,0.5
260,1991-01-30,0,6,0.0,0.6
260,1991-01-31,0,5,0.0,0.5
260,1991-02-01,-1,2,0.0,0.2
260,1991-02-02,0,5,0.0,0.5
260,1991-02-03,0,4,0.0,0.4
260,1991-02-04,0,5,0.0,0.5
260,1991-02-05,-1,7,0.0,0.7
260,1991-02-06,-1,4,0.0,0.4
260,1991-02-07,-1,2,0.0,0.2
260,1991-02-08,2,1,0.2,0.1
260,1991-02-09,0,4,0.0,0.4
260,1991-02-10,-1,3,0.0,0.3
260,1991-02-11,31,2,3.1,0.2
260,1991-02-12,3,6,0.3,0.6
260,1991-02-13,9,6,0.9,0.6
260,1991-02-14,6,4,0.6,0.4
260,1991-02-15,99,1,9.9,0.1
260,1991-02-16,-1,7,0.0,0.7
260,1991-02-17,0,9,0.0,0.9
260,1991-02-18,0,3,0.0,0.3
260,1991-02-19,0,10,0.0,1.0
260,1991-02-20,-1,5,0.0,0.5
260,1991-02-21,-1,3,0.0,0.3
260,1991-02-22,9,9,0.9,0.9
260,1991-02-23,1,3,0.1,0.3
260,1991-02-24,0,13,0.0,1.3
260,1991-02-25,2,9,0.2,0.9
260,1991-02-26,0,13,0.0,1.3
260,1991-02-27,0,5,0.0,0.5
260,1991-02-28,15,1,1.5,0.1
260,1991-03-01,29,8,2.9,0.8
260,1991-03-02,41,4,4.1,0.4
260,1991-03-03,-1,10,0.0,1.0
260,1991-03-04,-1,13,0.0,1.3
260,1991-03-05,48,5,4.8,0.5
260,1991-03-06,6,12,0.6,1.2
260,1991-03-07,-1,10,0.0,1.0
260,1991-03-08,-1,7,0.0,0.7
260,1991-03-09,-1,5,0.0,0.5
260,1991-03-10,-1,15,0.0,1.5
260,1991-03-11,-1,9,0.0,0.9
260,1991-03-12,0,15,0.0,1.5
260,1991-03-13,0,19,0.0,1.9
260,1991-03-14,-1,17,0.0,1.7
260,1991-03-15,-1,4,0.0,0.4
260,1991-03-16,-1,12,0.0,1.2
260,1991-03-17,-1,7,0.0,0.7
260,1991-03-18,0,8,0.0,0.8
260,1991-03-19,57,3,5.7,0.3
260,1991-03-20,18,11,1.8,1.1
260,1991-03-21,2,10,0.2,1.0
260,1991-03-22,2,17,0.2,1.7
260,1991-03-23,0,18,0.0,1.8
260,1991-03-24,0,20,0.0,2.0
260,1991-03-25,0,22,0.0,2.2
260,1991-03-26,0,12,0.0,1.2
260,1991-03-27,0,24,0.0,2.4
260,1991-03-28,-1,13,0.0,1.3
260,1991-03-29,0,23,0.0,2.3
260,1991-03-30,0,22,0.0,2.2
260,1991-03-31,-1,15,0.0,1.5
260,1991-04-01,3,12,0.3,1.2
260,1991-04-02,2,7,0.2,0.7
260,1991-04-03,1,20,0.1,2.0
260,1991-04-04,5,20,0.5,2.0
260,1991-04-05,-1,16,0.0,1.6
260,1991-04-06,6,21,0.6,2.1
260,1991-04-07,26,17,2.6,1.7
260,1991-04-08,2,18,0.2,1.8
260,1991-04-09,0,24,0.0,2.4
260,1991-04-10,0,28,0.0,2.8
260,1991-04-11,0,29,0.0,2.9
260,1991-04-12,0,35,0.0,3.5
260,1991-04-13,0,32,0.0,3.2
260,1991-04-14,0,28,0.0,2.8
260,1991-04-15,0,31,0.0,3.1
260,1991-04-16,1,14,0.1,1.4
260,1991-04-17,69,17,6.9,1.7
260,1991-04-18,32,11,3.2,1.1
260,1991-04-19,1,17,0.1,1.7
260,1991-04-20,-1,21,0.0,2.1
260,1991-04-21,12,23,1.2,2.3
260,1991-04-22,47,18,4.7,1.8
260,1991-04-23,83,14,8.3,1.4
260,1991-04-24,0,20,0.0,2.0
260,1991-04-25,-1,24,0.0,2.4
260,1991-04-26,0,25,0.0,2.5
260,1991-04-27,0,28,0.0,2.8
260,1991-04-28,-1,25,0.0,2.5
260,1991-04-29,-1,10,0.0,1.0
260,1991-04-30,-1,9,0.0,0.9
260,1991-05-01,-1,11,0.0,1.1
260,1991-05-02,-1,8,0.0,0.8
260,1991-05-03,13,21,1.3,2.1
260,1991-05-04,63,23,6.3,2.3
260,1991-05-05,49,10,4.9,1.0
260,1991-05-06,3,7,0.3,0.7
260,1991-05-07,-1,13,0.0,1.3
260,1991-05-08,0,33,0.0,3.3
260,1991-05-09,0,33,0.0,3.3
260,1991-05-10,-1,32,0.0,3.2
260,1991-05-11,-1,33,0.0,3.3
260,1991-05-12,0,28,0.0,2.8
260,1991-05-13,29,16,2.9,1.6
260,1991-05-14,6,21,0.6,2.1
260,1991-05-15,25,12,2.5,1.2
260,1991-05-16,10,22,1.0,2.2
260,1991-05-17,-1,17,0.0,1.7
260,1991-05-18,0,26,0.0,2.6
260,1991-05-19,0,23,0.0,2.3
260,1991-05-20,-1,12,0.0,1.2
260,1991-05-21,0,21,0.0,2.1
260,1991-05-22,0,38,0.0,3.8
260,1991-05-23,0,33,0.0,3.3
260,1991-05-24,0,38,0.0,3.8
260,1991-05-25,-1,27,0.0,2.7
260,1991-05-26,-1,19,0.0,1.9
260,1991-05-27,-1,10,0.0,1.0
260,1991-05-28,7,11,0.7,1.1
260,1991-05-29,0,35,0.0,3.5
260,1991-05-30,0,42,0.0,4.2
260,1991-05-31,0,26,0.0,2.6
260,1991-06-01,0,30,0.0,3.0
260,1991-06-02,0,35,0.0,3.5
260,1991-06-03,27,9,2.7,0.9
260,1991-06-04,50,24,5.0,2.4
260,1991-06-05,2,21,0.2,2.1
260,1991-06-06,-1,14,0.0,1.4
260,1991-06-07,20,21,2.0,2.1
260,1991-06-08,3,19,0.3,1.9
260,1991-06-09,58,18,5.8,1.8
260,1991-06-10,17,20,1.7,2.0
260,1991-06-11,-1,26,0.0,2.6
260,1991-06-12,90,10,9.0,1.0
260,1991-06-13,56,26,5.6,2.6
260,1991-06-14,-1,29,0.0,2.9
260,1991-06-15,173,4,17.3,0.4
260,1991-06-16,72,19,7.2,1.9
260,1991-06-17,62,24,6.2,2.4
260,1991-06-18,63,19,6.3,1.9
260,1991-06-19,79,9,7.9,0.9
260,1991-06-20,-1,21,0.0,2.1
260,1991-06-21,136,32,13.6,3.2
260,1991-06-22,-1,31,0.0,3.1
260,1991-06-23,282,24,28.2,2.4
260,1991-06-24,25,21,2.5,2.1
260,1991-06-25,67,9,6.7,0.9
260,1991-06-26,88,26,8.8,2.6
260,1991-06-27,151,8,15.1,0.8
260,1991-06-28,1,18,0.1,1.8
260,1991-06-29,-1,18,0.0,1.8
260,1991-06-30,26,15,2.6,1.5
260,1991-07-01,71,16,7.1,1.6
260,1991-07-02,31,33,3.1,3.3
260,1991-07-03,0,45,0.0,4.5
260,1991-07-04,0,53,0.0,5.3
260,1991-07-05,0,50,0.0,5.0
260,1991-07-06,0,42,0.0,4.2
260,1991-07-07,0,48,0.0,4.8
260,1991-07-08,108,33,10.8,3.3
260,1991-07-09,23,16,2.3,1.6
260,1991-07-10,0,44,0.0,4.4
260,1991-07-11,70,48,7.0,4.8
260,1991-07-12,54,34,5.4,3.4
260,1991-07-13,26,16,2.6,1.6
260,1991-07-14,5,40,0.5,4.0
260,1991-07-15,2,10,0.2,1.0
260,1991-07-16,5,22,0.5,2.2
260,1991-07-17,0,40,0.0,4.0
260,1991-07-18,44,9,4.4,0.9
260,1991-07-19,-1,14,0.0,1.4
260,1991-07-20,3,23,0.3,2.3
260,1991-07-21,3,39,0.3,3.9
260,1991-07-22,0,41,0.0,4.1
260,1991-07-23,0,46,0.0,4.6
260,1991-07-24,107,22,10.7,2.2
260,1991-07-25,8,27,0.8,2.7
260,1991-07-26,0,35,0.0,3.5
260,1991-07-27,0,39,0.0,3.9
260,1991-07-28,0,45,0.0,4.5
260,1991-07-29,0,49,0.0,4.9
260,1991-07-30,0,40,0.0,4.0
260,1991-07-31,22,16,2.2,1.6
260,1991-08-01,0,35,0.0,3.5
260,1991-08-02,-1,36,0.0,3.6
260,1991-08-03,0,33,0.0,3.3
260,1991-08-04,-1,25,0.0,2.5
260,1991-08-05,0,27,0.0,2.7
260,1991-08-06,-1,37,0.0,3.7
260,1991-08-07,-1,30,0.0,3.0
260,1991-08-08,1,16,0.1,1.6
260,1991-08-09,1,37,0.1,3.7
260,1991-08-10,-1,11,0.0,1.1
260,1991-08-11,25,11,2.5,1.1
260,1991-08-12,0,34,0.0,3.4
260,1991-08-13,1,13,0.1,1.3
260,1991-08-14,0,30,0.0,3.0
260,1991-08-15,0,38,0.0,3.8
260,1991-08-16,0,31,0.0,3.1
260,1991-08-17,12,16,1.2,1.6
260,1991-08-18,-1,26,0.0,2.6
260,1991-08-19,-1,27,0.0,2.7
260,1991-08-20,10,26,1.0,2.6
260,1991-08-21,0,37,0.0,3.7
260,1991-08-22,4,30,0.4,3.0
260,1991-08-23,9,33,0.9,3.3
260,1991-08-24,-1,22,0.0,2.2
260,1991-08-25,0,28,0.0,2.8
260,1991-08-26,0,26,0.0,2.6
260,1991-08-27,0,29,0.0,2.9
260,1991-08-28,-1,20,0.0,2.0
260,1991-08-29,0,35,0.0,3.5
260,1991-08-30,0,35,0.0,3.5
260,1991-08-31,0,36,0.0,3.6
260,1991-09-01,0,37,0.0,3.7
260,1991-09-02,0,30,0.0,3.0
260,1991-09-03,0,33,0.0,3.3
260,1991-09-04,0,31,0.0,3.1
260,1991-09-05,2,13,0.2,1.3
260,1991-09-06,-1,11,0.0,1.1
260,1991-09-07,-1,10,0.0,1.0
260,1991-09-08,0,18,0.0,1.8
260,1991-09-09,0,12,0.0,1.2
260,1991-09-10,-1,24,0.0,2.4
260,1991-09-11,-1,9,0.0,0.9
260,1991-09-12,0,18,0.0,1.8
260,1991-09-13,0,27,0.0,2.7
260,1991-09-14,0,26,0.0,2.6
260,1991-09-15,13,6,1.3,0.6
260,1991-09-16,106,8,10.6,0.8
260,1991-09-17,-1,20,0.0,2.0
260,1991-09-18,18,12,1.8,1.2
260,1991-09-19,0,18,0.0,1.8
260,1991-09-20,0,11,0.0,1.1
260,1991-09-21,0,23,0.0,2.3
260,1991-09-22,32,11,3.2,1.1
260,1991-09-23,22,11,2.2,1.1
260,1991-09-24,1,11,0.1,1.1
260,1991-09-25,138,4,13.8,0.4
260,1991-09-26,82,5,8.2,0.5
260,1991-09-27,111,4,11.1,0.4
260,1991-09-28,7,15,0.7,1.5
260,1991-09-29,26,8,2.6,0.8
260,1991-09-30,156,9,15.6,0.9
260,1991-10-01,66,8,6.6,0.8
260,1991-10-02,16,14,1.6,1.4
260,1991-10-03,19,13,1.9,1.3
260,1991-10-04,0,14,0.0,1.4
260,1991-10-05,0,15,0.0,1.5
260,1991-10-06,3,16,0.3,1.6
260,1991-10-07,0,9,0.0,0.9
260,1991-10-08,0,13,0.0,1.3
260,1991-10-09,0,13,0.0,1.3
260,1991-10-10,0,17,0.0,1.7
260,1991-10-11,0,16,0.0,1.6
260,1991-10-12,96,4,9.6,0.4
260,1991-10-13,9,2,0.9,0.2
260,1991-10-14,0,14,0.0,1.4
260,1991-10-15,0,10,0.0,1.0
260,1991-10-16,14,6,1.4,0.6
260,1991-10-17,34,9,3.4,0.9
260,1991-10-18,118,7,11.8,0.7
260,1991-10-19,26,7,2.6,0.7
260,1991-10-20,2,9,0.2,0.9
260,1991-10-21,-1,8,0.0,0.8
260,1991-10-22,-1,9,0.0,0.9
260,1991-10-23,3,5,0.3,0.5
260,1991-10-24,-1,3,0.0,0.3
260,1991-10-25,-1,3,0.0,0.3
260,1991-10-26,0,11,0.0,1.1
260,1991-10-27,0,10,0.0,1.0
260,1991-10-28,0,6,0.0,0.6
260,1991-10-29,0,6,0.0,0.6
260,1991-10-30,0,6,0.0,0.6
260,1991-10-31,0,7,0.0,0.7
260,1991-11-01,15,5,1.5,0.5
260,1991-11-02,55,7,5.5,0.7
260,1991-11-03,65,2,6.5,0.2
260,1991-11-04,226,2,22.6,0.2
260,1991-11-05,16,5,1.6,0.5
260,1991-11-06,33,5,3.3,0.5
260,1991-11-07,159,1,15.9,0.1
260,1991-11-08,71,2,7.1,0.2
260,1991-11-09,109,3,10.9,0.3
260,1991-11-10,19,6,1.9,0.6
260,1991-11-11,77,1,7.7,0.1
260,1991-11-12,71,5,7.1,0.5
260,1991-11-13,44,5,4.4,0.5
260,1991-11-14,6,1,0.6,0.1
260,1991-11-15,52,4,5.2,0.4
260,1991-11-16,0,4,0.0,0.4
260,1991-11-17,0,3,0.0,0.3
260,1991-11-18,38,1,3.8,0.1
260,1991-11-19,182,1,18.2,0.1
260,1991-11-20,54,2,5.4,0.2
260,1991-11-21,-1,2,0.0,0.2
260,1991-11-22,5,1,0.5,0.1
260,1991-11-23,-1,1,0.0,0.1
260,1991-11-24,0,3,0.0,0.3
260,1991-11-25,0,1,0.0,0.1
260,1991-11-26,-1,2,0.0,0.2
260,1991-11-27,-1,3,0.0,0.3
260,1991-11-28,0,3,0.0,0.3
260,1991-11-29,0,4,0.0,0.4
260,1991-11-30,0,5,0.0,0.5
260,1991-12-01,-1,1,0.0,0.1
260,1991-12-02,-1,1,0.0,0.1
260,1991-12-03,-1,1,0.0,0.1
260,1991-12-04,-1,1,0.0,0.1
260,1991-12-05,-1,5,0.0,0.5
